qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents,possui_fone_comercial_1,possui_fone_1,possui_email_1
0,45.197260273972596,1.178082191780822,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,26.367123287671234,7.602739726027397,2.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,37.109589041095894,10.52054794520548,3.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,37.109589041095894,10.52054794520548,3.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,62.88219178082193,-1000.6657534246576,2.0,False,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,33.084931506849315,14.69041095890411,3.0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,33.084931506849315,14.69041095890411,3.0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,33.084931506849315,14.69041095890411,3.0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,33.084931506849315,14.69041095890411,3.0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,33.084931506849315,14.69041095890411,3.0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,28.97808219178082,7.2684931506849315,2.0,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,28.97808219178082,7.2684931506849315,2.0,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,48.049315068493144,21.030136986301372,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,48.049315068493144,21.030136986301372,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,48.049315068493144,21.030136986301372,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,48.049315068493144,21.030136986301372,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,48.049315068493144,21.030136986301372,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,48.049315068493144,21.030136986301372,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,54.72602739726028,29.534246575342465,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,54.72602739726028,29.534246575342465,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,54.72602739726028,29.534246575342465,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,54.72602739726028,29.534246575342465,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,49.42465753424658,13.186301369863012,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,49.42465753424658,13.186301369863012,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,49.42465753424658,13.186301369863012,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,42.03835616438357,3.016438356164384,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,42.03835616438357,3.016438356164384,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,42.03835616438357,3.016438356164384,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,64.76712328767124,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,64.76712328767124,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,64.76712328767124,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1,48.10410958904109,4.936986301369863,3.0,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,48.10410958904109,4.936986301369863,3.0,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,32.12328767123287,5.6,2.0,False,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,32.12328767123287,5.6,2.0,False,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,33.917808219178085,6.265753424657534,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
1,40.56164383561644,5.265753424657534,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,40.56164383561644,5.265753424657534,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,40.56164383561644,5.265753424657534,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,40.56164383561644,5.265753424657534,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,58.98904109589043,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.98904109589043,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,51.31506849315068,0.4301369863013699,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,51.31506849315068,0.4301369863013699,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,51.31506849315068,0.4301369863013699,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,51.31506849315068,0.4301369863013699,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,31.435616438356167,1.5972602739726027,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.01917808219178,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.01917808219178,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.01917808219178,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.01917808219178,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,52.54794520547945,3.3506849315068483,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,52.54794520547945,3.3506849315068483,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
4,36.38356164383561,0.7671232876712328,6.0,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,30.61917808219178,8.435616438356165,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,30.61917808219178,8.435616438356165,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,30.61917808219178,8.435616438356165,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,30.61917808219178,8.435616438356165,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,30.61917808219178,8.435616438356165,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,40.06849315068493,21.44383561643836,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,40.06849315068493,21.44383561643836,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,40.06849315068493,21.44383561643836,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,44.164383561643845,4.265753424657534,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,44.164383561643845,4.265753424657534,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,44.164383561643845,4.265753424657534,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,45.02739726027397,26.698630136986303,4.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,45.02739726027397,26.698630136986303,4.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,35.46849315068493,0.9342465753424658,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,35.46849315068493,0.9342465753424658,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,64.43835616438356,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,64.43835616438356,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,26.602739726027398,3.7698630136986298,1.0,False,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
0,26.602739726027398,3.7698630136986298,1.0,True,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
0,26.602739726027398,3.7698630136986298,1.0,False,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
0,67.15342465753425,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,67.15342465753425,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,35.657534246575345,2.9342465753424656,1.0,False,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
0,54.841095890410955,4.684931506849315,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,62.232876712328775,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,62.232876712328775,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,62.232876712328775,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,51.86027397260274,3.7698630136986298,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,58.317808219178076,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,58.317808219178076,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,58.317808219178076,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,39.863013698630134,8.183561643835617,3.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,39.863013698630134,8.183561643835617,3.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,39.863013698630134,8.183561643835617,3.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,27.487671232876714,5.684931506849315,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,27.487671232876714,5.684931506849315,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,27.487671232876714,5.684931506849315,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,27.487671232876714,5.684931506849315,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,41.890410958904106,3.432876712328768,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,42.649315068493145,5.5178082191780815,3.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,42.49315068493151,-1000.6657534246576,3.0,False,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,42.49315068493151,-1000.6657534246576,3.0,False,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,42.49315068493151,-1000.6657534246576,3.0,False,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,45.31232876712329,1.0164383561643835,2.0,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,45.15068493150685,11.02191780821918,2.0,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,59.558904109589044,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,59.558904109589044,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,59.558904109589044,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,44.24657534246575,4.432876712328767,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,44.24657534246575,4.432876712328767,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,59.164383561643845,-1000.6657534246576,2.0,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,59.164383561643845,-1000.6657534246576,2.0,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,59.164383561643845,-1000.6657534246576,2.0,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,59.164383561643845,-1000.6657534246576,2.0,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,60.14246575342465,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
3,43.871232876712334,13.10958904109589,5.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
3,43.871232876712334,13.10958904109589,5.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
3,43.871232876712334,13.10958904109589,5.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
2,27.136986301369863,2.1780821917808217,4.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,37.82191780821917,4.265753424657534,1.0,False,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,37.82191780821917,4.265753424657534,1.0,False,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,37.82191780821917,4.265753424657534,1.0,False,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2,39.106849315068494,8.435616438356165,4.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2,39.106849315068494,8.435616438356165,4.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2,39.106849315068494,8.435616438356165,4.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,37.76986301369863,-1000.6657534246576,3.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.38082191780822,4.0191780821917815,2.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,48.005479452054786,4.18082191780822,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,48.005479452054786,4.18082191780822,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,48.005479452054786,4.18082191780822,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,48.005479452054786,4.18082191780822,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,48.005479452054786,4.18082191780822,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,39.715068493150675,11.523287671232874,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,39.715068493150675,11.523287671232874,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,63.342465753424655,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,68.0,-1000.6657534246576,2.0,False,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,48.43013698630136,14.024657534246574,2.0,False,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,58.528767123287665,-1000.6657534246576,2.0,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,48.06027397260274,1.7671232876712328,2.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,56.60821917808219,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,49.21917808219178,0.5972602739726027,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,58.128767123287666,4.265753424657534,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,58.128767123287666,4.265753424657534,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,40.99178082191781,15.10958904109589,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,24.53972602739726,0.9342465753424658,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,51.375342465753434,32.61917808219178,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,51.375342465753434,32.61917808219178,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,51.375342465753434,32.61917808219178,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,51.375342465753434,32.61917808219178,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,57.375342465753434,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,27.194520547945213,1.263013698630137,1.0,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,46.99178082191781,3.432876712328768,3.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,46.99178082191781,3.432876712328768,3.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,46.99178082191781,3.432876712328768,3.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,46.99178082191781,3.432876712328768,3.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,46.99178082191781,3.432876712328768,3.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,37.23013698630137,4.5178082191780815,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,37.23013698630137,4.5178082191780815,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,37.23013698630137,4.5178082191780815,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,37.23013698630137,4.5178082191780815,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,54.42465753424658,24.86575342465753,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,54.42465753424658,24.86575342465753,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,54.42465753424658,24.86575342465753,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,51.005479452054786,8.021917808219179,3.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,60.63287671232878,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,60.63287671232878,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,60.63287671232878,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2,29.46027397260274,10.435616438356163,4.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2,29.46027397260274,10.435616438356163,4.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,42.175342465753424,8.10684931506849,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,42.175342465753424,8.10684931506849,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,42.175342465753424,8.10684931506849,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,42.175342465753424,8.10684931506849,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,40.750684931506854,12.857534246575346,4.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2,40.750684931506854,12.857534246575346,4.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2,40.750684931506854,12.857534246575346,4.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,51.15616438356165,7.104109589041097,1.0,False,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
